No	Group	SubjectID	LevelTest	Age	Gender	MonthLearn	MonthStay	ItemID	ExpectedAnswer	ItemType	IsWalkPrefixSet	IsMannerSet	IsAspectSet	ExpectedPath	ExpectedManner	ExpectedDirection	ExpectedAspect	ResponseText	ResponseStatus	Element	ResponseVal	Y
706	Level1	K1013	14.0	20.0	M	12.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	идёт	MotionVerb	path	-	0
706	Level1	K1013	14.0	20.0	M	12.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	идёт	MotionVerb	manner	walk	0
706	Level1	K1013	14.0	20.0	M	12.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	идёт	MotionVerb	direction	uni	0
706	Level1	K1013	14.0	20.0	M	12.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	идёт	MotionVerb	aspect	impf	1
707	Level1	K1014	13.0	29.0	F	84.0	6.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	подходит	MotionVerb	path	pod	1
707	Level1	K1014	13.0	29.0	F	84.0	6.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	подходит	MotionVerb	manner	walk	0
707	Level1	K1014	13.0	29.0	F	84.0	6.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	подходит	MotionVerb	direction	-	1
707	Level1	K1014	13.0	29.0	F	84.0	6.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	подходит	MotionVerb	aspect	impf	1
708	Level1	K1015	12.0	22.0	M	21.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	йдёт	MotionVerb	path	-	0
708	Level1	K1015	12.0	22.0	M	21.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	йдёт	MotionVerb	manner	walk	0
708	Level1	K1015	12.0	22.0	M	21.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	йдёт	MotionVerb	direction	uni	0
708	Level1	K1015	12.0	22.0	M	21.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	йдёт	MotionVerb	aspect	impf	1
709	Level1	K1016	12.0	20.0	M	18.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	достигает	OtherVerb	path	x	0
709	Level1	K1016	12.0	20.0	M	18.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	достигает	OtherVerb	manner	x	0
709	Level1	K1016	12.0	20.0	M	18.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	достигает	OtherVerb	direction	x	0
709	Level1	K1016	12.0	20.0	M	18.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	достигает	OtherVerb	aspect	impf	1
710	Level1	K1017	12.0	20.0	M	24.0	60.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	плывёт	MotionVerb	path	-	0
710	Level1	K1017	12.0	20.0	M	24.0	60.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	плывёт	MotionVerb	manner	swim	1
710	Level1	K1017	12.0	20.0	M	24.0	60.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	плывёт	MotionVerb	direction	uni	0
710	Level1	K1017	12.0	20.0	M	24.0	60.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	плывёт	MotionVerb	aspect	impf	1
711	Level1	K1018	11.0	19.0	F	20.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	дойти	MotionVerb	path	do	0
711	Level1	K1018	11.0	19.0	F	20.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	дойти	MotionVerb	manner	walk	0
711	Level1	K1018	11.0	19.0	F	20.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	дойти	MotionVerb	direction	-	1
711	Level1	K1018	11.0	19.0	F	20.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	дойти	MotionVerb	aspect	pf	0
712	Level1	K1019	9.0	22.0	F	18.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	идёт	MotionVerb	path	-	0
712	Level1	K1019	9.0	22.0	F	18.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	идёт	MotionVerb	manner	walk	0
712	Level1	K1019	9.0	22.0	F	18.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	идёт	MotionVerb	direction	uni	0
712	Level1	K1019	9.0	22.0	F	18.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	идёт	MotionVerb	aspect	impf	1
713	Level1	K1020	9.0	22.0	F	20.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	-	Empty	path	x	0
713	Level1	K1020	9.0	22.0	F	20.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	-	Empty	manner	x	0
713	Level1	K1020	9.0	22.0	F	20.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	-	Empty	direction	x	0
713	Level1	K1020	9.0	22.0	F	20.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	-	Empty	aspect	x	0
714	Level1	K1021	5.0	20.0	F	19.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	-	Empty	path	x	0
714	Level1	K1021	5.0	20.0	F	19.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	-	Empty	manner	x	0
714	Level1	K1021	5.0	20.0	F	19.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	-	Empty	direction	x	0
714	Level1	K1021	5.0	20.0	F	19.0	0.0	t034	подплывает	PathItem	FALSE	TRUE	TRUE	pod	swim	-	impf	-	Empty	aspect	x	0
715	Level1	K1001	19.0	27.0	M	24.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отошла	MotionVerb	path	ot	1
715	Level1	K1001	19.0	27.0	M	24.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отошла	MotionVerb	manner	walk	1
715	Level1	K1001	19.0	27.0	M	24.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отошла	MotionVerb	direction	-	1
715	Level1	K1001	19.0	27.0	M	24.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отошла	MotionVerb	aspect	pf	1
716	Level1	K1002	18.0	33.0	F	48.0	0.75	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отступает	OtherVerb	path	x	0
716	Level1	K1002	18.0	33.0	F	48.0	0.75	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отступает	OtherVerb	manner	x	0
716	Level1	K1002	18.0	33.0	F	48.0	0.75	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отступает	OtherVerb	direction	x	0
716	Level1	K1002	18.0	33.0	F	48.0	0.75	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отступает	OtherVerb	aspect	impf	0
717	Level1	K1003	18.0	20.0	F	54.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	уйдёт	MotionVerb	path	u	0
717	Level1	K1003	18.0	20.0	F	54.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	уйдёт	MotionVerb	manner	walk	1
717	Level1	K1003	18.0	20.0	F	54.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	уйдёт	MotionVerb	direction	-	1
717	Level1	K1003	18.0	20.0	F	54.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	уйдёт	MotionVerb	aspect	pf	1
718	Level1	K1004	17.0	25.0	M	36.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	path	x	0
718	Level1	K1004	17.0	25.0	M	36.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	manner	x	0
718	Level1	K1004	17.0	25.0	M	36.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	direction	x	0
718	Level1	K1004	17.0	25.0	M	36.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	aspect	x	0
719	Level1	K1005	17.0	36.0	M	156.0	1.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отошла	MotionVerb	path	ot	1
719	Level1	K1005	17.0	36.0	M	156.0	1.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отошла	MotionVerb	manner	walk	1
719	Level1	K1005	17.0	36.0	M	156.0	1.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отошла	MotionVerb	direction	-	1
719	Level1	K1005	17.0	36.0	M	156.0	1.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отошла	MotionVerb	aspect	pf	1
720	Level1	K1006	16.0	20.0	F	24.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	path	-	0
720	Level1	K1006	16.0	20.0	F	24.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	manner	walk	1
720	Level1	K1006	16.0	20.0	F	24.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	direction	uni	0
720	Level1	K1006	16.0	20.0	F	24.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	aspect	impf	0
721	Level1	K1007	16.0	20.0	F	48.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	сошла	MotionVerb	path	s	0
721	Level1	K1007	16.0	20.0	F	48.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	сошла	MotionVerb	manner	walk	1
721	Level1	K1007	16.0	20.0	F	48.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	сошла	MotionVerb	direction	-	1
721	Level1	K1007	16.0	20.0	F	48.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	сошла	MotionVerb	aspect	pf	1
722	Level1	K1008	16.0	20.0	F	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	path	x	0
722	Level1	K1008	16.0	20.0	F	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	manner	x	0
722	Level1	K1008	16.0	20.0	F	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	direction	x	0
722	Level1	K1008	16.0	20.0	F	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	aspect	x	0
723	Level1	K1009	16.0	19.0	F	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	path	-	0
723	Level1	K1009	16.0	19.0	F	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	manner	walk	1
723	Level1	K1009	16.0	19.0	F	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	direction	uni	0
723	Level1	K1009	16.0	19.0	F	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	aspect	impf	0
724	Level1	K1010	15.0	21.0	F	14.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	path	x	0
724	Level1	K1010	15.0	21.0	F	14.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	manner	x	0
724	Level1	K1010	15.0	21.0	F	14.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	direction	x	0
724	Level1	K1010	15.0	21.0	F	14.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	aspect	x	0
725	Level1	K1011	15.0	23.0	M	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	path	x	0
725	Level1	K1011	15.0	23.0	M	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	manner	x	0
725	Level1	K1011	15.0	23.0	M	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	direction	x	0
725	Level1	K1011	15.0	23.0	M	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	aspect	x	0
726	Level1	K1012	15.0	23.0	F	20.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	вышла	MotionVerb	path	vy	0
726	Level1	K1012	15.0	23.0	F	20.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	вышла	MotionVerb	manner	walk	1
726	Level1	K1012	15.0	23.0	F	20.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	вышла	MotionVerb	direction	-	1
726	Level1	K1012	15.0	23.0	F	20.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	вышла	MotionVerb	aspect	pf	1
727	Level1	K1013	14.0	20.0	M	12.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отходит	MotionVerb	path	ot	1
727	Level1	K1013	14.0	20.0	M	12.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отходит	MotionVerb	manner	walk	1
727	Level1	K1013	14.0	20.0	M	12.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отходит	MotionVerb	direction	-	1
727	Level1	K1013	14.0	20.0	M	12.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отходит	MotionVerb	aspect	impf	0
728	Level1	K1014	13.0	29.0	F	84.0	6.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отложить	OtherVerb	path	x	0
728	Level1	K1014	13.0	29.0	F	84.0	6.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отложить	OtherVerb	manner	x	0
728	Level1	K1014	13.0	29.0	F	84.0	6.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отложить	OtherVerb	direction	x	0
728	Level1	K1014	13.0	29.0	F	84.0	6.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	отложить	OtherVerb	aspect	pf	1
729	Level1	K1015	12.0	22.0	M	21.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	ходит	MotionVerb	path	-	0
729	Level1	K1015	12.0	22.0	M	21.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	ходит	MotionVerb	manner	walk	1
729	Level1	K1015	12.0	22.0	M	21.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	ходит	MotionVerb	direction	multi	0
729	Level1	K1015	12.0	22.0	M	21.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	ходит	MotionVerb	aspect	impf	0
730	Level1	K1016	12.0	20.0	M	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	уходит	MotionVerb	path	u	0
730	Level1	K1016	12.0	20.0	M	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	уходит	MotionVerb	manner	walk	1
730	Level1	K1016	12.0	20.0	M	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	уходит	MotionVerb	direction	-	1
730	Level1	K1016	12.0	20.0	M	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	уходит	MotionVerb	aspect	impf	0
731	Level1	K1017	12.0	20.0	M	24.0	60.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	path	x	0
731	Level1	K1017	12.0	20.0	M	24.0	60.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	manner	x	0
731	Level1	K1017	12.0	20.0	M	24.0	60.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	direction	x	0
731	Level1	K1017	12.0	20.0	M	24.0	60.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	aspect	x	0
732	Level1	K1018	11.0	19.0	F	20.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	path	-	0
732	Level1	K1018	11.0	19.0	F	20.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	manner	walk	1
732	Level1	K1018	11.0	19.0	F	20.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	direction	uni	0
732	Level1	K1018	11.0	19.0	F	20.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	aspect	impf	0
733	Level1	K1019	9.0	22.0	F	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	path	-	0
733	Level1	K1019	9.0	22.0	F	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	manner	walk	1
733	Level1	K1019	9.0	22.0	F	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	direction	uni	0
733	Level1	K1019	9.0	22.0	F	18.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	идёт	MotionVerb	aspect	impf	0
734	Level1	K1020	9.0	22.0	F	20.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	path	x	0
734	Level1	K1020	9.0	22.0	F	20.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	manner	x	0
734	Level1	K1020	9.0	22.0	F	20.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	direction	x	0
734	Level1	K1020	9.0	22.0	F	20.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	-	Empty	aspect	x	0
735	Level1	K1021	5.0	20.0	F	19.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	ходит	MotionVerb	path	-	0
735	Level1	K1021	5.0	20.0	F	19.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	ходит	MotionVerb	manner	walk	1
735	Level1	K1021	5.0	20.0	F	19.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	ходит	MotionVerb	direction	multi	0
735	Level1	K1021	5.0	20.0	F	19.0	0.0	t035	отошла	PathItem	TRUE	FALSE	FALSE	ot	walk	-	pf	ходит	MotionVerb	aspect	impf	0
736	Level1	K1001	19.0	27.0	M	24.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	прибежет	MotionVerb	path	pri	0
736	Level1	K1001	19.0	27.0	M	24.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	прибежет	MotionVerb	manner	run	1
736	Level1	K1001	19.0	27.0	M	24.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	прибежет	MotionVerb	direction	-	1
736	Level1	K1001	19.0	27.0	M	24.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	прибежет	MotionVerb	aspect	pf	0
737	Level1	K1002	18.0	33.0	F	48.0	0.75	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	бежит	MotionVerb	path	-	0
737	Level1	K1002	18.0	33.0	F	48.0	0.75	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	бежит	MotionVerb	manner	run	1
737	Level1	K1002	18.0	33.0	F	48.0	0.75	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	бежит	MotionVerb	direction	uni	0
737	Level1	K1002	18.0	33.0	F	48.0	0.75	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	бежит	MotionVerb	aspect	impf	1
738	Level1	K1003	18.0	20.0	F	54.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	войдёт	MotionVerb	path	v	0
738	Level1	K1003	18.0	20.0	F	54.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	войдёт	MotionVerb	manner	walk	0
738	Level1	K1003	18.0	20.0	F	54.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	войдёт	MotionVerb	direction	-	1
738	Level1	K1003	18.0	20.0	F	54.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	войдёт	MotionVerb	aspect	pf	0
739	Level1	K1004	17.0	25.0	M	36.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	-	Empty	path	x	0
739	Level1	K1004	17.0	25.0	M	36.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	-	Empty	manner	x	0
739	Level1	K1004	17.0	25.0	M	36.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	-	Empty	direction	x	0
739	Level1	K1004	17.0	25.0	M	36.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	-	Empty	aspect	x	0
740	Level1	K1005	17.0	36.0	M	156.0	1.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	придёт	MotionVerb	path	pri	0
740	Level1	K1005	17.0	36.0	M	156.0	1.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	придёт	MotionVerb	manner	walk	0
740	Level1	K1005	17.0	36.0	M	156.0	1.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	придёт	MotionVerb	direction	-	1
740	Level1	K1005	17.0	36.0	M	156.0	1.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	придёт	MotionVerb	aspect	pf	0
741	Level1	K1006	16.0	20.0	F	24.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	бегает	MotionVerb	path	-	0
741	Level1	K1006	16.0	20.0	F	24.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	бегает	MotionVerb	manner	run	1
741	Level1	K1006	16.0	20.0	F	24.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	бегает	MotionVerb	direction	multi	0
741	Level1	K1006	16.0	20.0	F	24.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	бегает	MotionVerb	aspect	impf	1
742	Level1	K1007	16.0	20.0	F	48.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	идёт	MotionVerb	path	-	0
742	Level1	K1007	16.0	20.0	F	48.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	идёт	MotionVerb	manner	walk	0
742	Level1	K1007	16.0	20.0	F	48.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	идёт	MotionVerb	direction	uni	0
742	Level1	K1007	16.0	20.0	F	48.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	идёт	MotionVerb	aspect	impf	1
743	Level1	K1008	16.0	20.0	F	18.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	идёт	MotionVerb	path	-	0
743	Level1	K1008	16.0	20.0	F	18.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	идёт	MotionVerb	manner	walk	0
743	Level1	K1008	16.0	20.0	F	18.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	идёт	MotionVerb	direction	uni	0
743	Level1	K1008	16.0	20.0	F	18.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	идёт	MotionVerb	aspect	impf	1
744	Level1	K1009	16.0	19.0	F	18.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	подходит	MotionVerb	path	pod	1
744	Level1	K1009	16.0	19.0	F	18.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	подходит	MotionVerb	manner	walk	0
744	Level1	K1009	16.0	19.0	F	18.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	подходит	MotionVerb	direction	-	1
744	Level1	K1009	16.0	19.0	F	18.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	подходит	MotionVerb	aspect	impf	1
745	Level1	K1010	15.0	21.0	F	14.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	-	Empty	path	x	0
745	Level1	K1010	15.0	21.0	F	14.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	-	Empty	manner	x	0
745	Level1	K1010	15.0	21.0	F	14.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	-	Empty	direction	x	0
745	Level1	K1010	15.0	21.0	F	14.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	-	Empty	aspect	x	0
746	Level1	K1011	15.0	23.0	M	18.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	дошёл	MotionVerb	path	do	0
746	Level1	K1011	15.0	23.0	M	18.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	дошёл	MotionVerb	manner	walk	0
746	Level1	K1011	15.0	23.0	M	18.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	дошёл	MotionVerb	direction	-	1
746	Level1	K1011	15.0	23.0	M	18.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	дошёл	MotionVerb	aspect	pf	0
747	Level1	K1012	15.0	23.0	F	20.0	0.0	t036	подбегает	PathItem	FALSE	TRUE	TRUE	pod	run	-	impf	подошла	MotionVerb	path	pod	1
